,text,S/NS,O/NO,Y/N,display_text_width,is_quote,favorite_count,retweet_count,hashtags,media_type,mentions_screen_name,description,followers_count,friends_count,listed_count,statuses_count,favourites_count,verified
3491,"I love how they are protesting in Lansing but some of the dipshits still feel they need to wear masks. Take 'em off if there's no ""virus"" problem. https://t.co/zOSPmJDoGR",,,N,146,True,36,12,,,,"Makes HaHa, Entrepreneur, Life Changer, @HashtagRoundup; Instagram: bigmacher01; I was on #LaughsTV; love #games",44209,15016,854,150255,128028,True
3492,the ppl protesting in lansing today make me want to punch myself in the face,,,N,76,False,3,1,,,,12% of my tweets are funny & theyâre severely under appreciated// priv @fale_xa// $alexa151,354,591,4,13837,17147,False
3493,The people here had enough already.                                  STREETS PACKED IN LANSING -- Hundreds More on Their Way to Protest Tyrannical Governor -- Citizens Protest Crazed Governor Whitmer's Police State Policies (VIDEO) https://t.co/nASrgfr1XC,,,Y,255,False,2,0,,,,#MAGA<f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #Pro2A<f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> FB @catturd2 @EmeraldRobinson @GrrrGraphics @MonaSalama_  @AGWillliamBarr @JDRucker<f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #VietnamEraVeteran<f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GoldStarParent <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>,13520,13798,4,22785,44424,False
3494,This is a real Facebook group that was planning to drive to Lansing and protest Gov. Whitmer and the Stay At Home Order. I cannot believe how crazy people are.... https://t.co/h7SRIKyywe,,,N,162,False,21,1,,photo,,grateful for the brave healthcare workers on the front lines who are saving lives,134,163,0,524,4055,False
3495,@ the people in Lansing- just admit youâre horny and move on,,,N,60,False,11,0,,,,grateful for the brave healthcare workers on the front lines who are saving lives,134,163,0,524,4055,False
3496,@Gmosher54 I promise these MAGA fools donât represent the majority of the responsible folks in my state. Itâs an embarrassment to so many Michiganders frankly and speaks volumes of the recklessness of this administration. Watch the numbers in Lansing ,,,N,279,False,3,0,,,Gmosher54,"Voice actor, narrator, and all around creative; A former educator with 15 years experience in classical vocal performance.",75,112,3,25,252,False
3497,I wish that the same energy in Lansing to protest @GovWhitmer would have been garnered to stop Flint from being poisoned. #hypocrisy,,,N,132,False,63,20,hypocrisy,,GovWhitmer,City of Benton Harbor,1829,2772,29,6078,2698,False
3498,Man if this was Michigan there would be protesters in Lansing so quick. Oh..wait.. https://t.co/geABReQrL5,,,Y,82,True,1,0,,,,Cause joint accounts are for losers.,32,219,0,595,649,False
3499,@JoshuaPotash I bet if you scan the Craigslist ads for Lansing you'll see listings posted by Trump* surrogates offering $50 to do this. That's how they used to gather people for his rallies.,,,N,176,False,10,1,,,JoshuaPotash,Live and let live. Save the planet. Opinions are mine. #Resist #VoteBlueNoMatterWho #RightMatters,8383,8906,4,72957,63407,False
3500,"@Votekimgibbs Thanks for endangering everyone in our community by attending the ridiculous protest in Lansing today with no mask, no social distancing and apparently no common sense. What an absolute embarrassment for the City of Royal Oak. @CityofRoyalOa",,,N,266,False,0,0,RoyalOak,,Votekimgibbs CityofRoyalOak,,156,278,6,10315,2606,False
3501,"@MichiganDems @aravosis My husband is from Lansing, born at Sparrow, now lives in NJ. Heâs still a Michigander at heart, but I think his heart breaks a bit seeing the recklessness going on there while also witnessing first hand the death toll here in Je",,,N,257,False,7,0,,,MichiganDems aravosis,More BrontÃ« than Austen. NJ Moms Demand Action. Professional Counselor. Child of immigrants. She/Her #StillWithHer,283,574,7,6090,34892,False
3502,@NCCaniac42 @sjdemas Can almost guarantee it is. I know there was some sort of foolish protest scheduled in Lansing today.,,,N,101,False,0,0,,,NCCaniac42 sjdemas,"31, married, liberal, and unapologetically queer. I swear a lot and I'm not everyone's cup of tea but I try to be a decent person. Jewish convert in progress.",99,243,0,3820,14341,False
3503,protesting but i see thereâs a few mask out there... if you feel like Mrs. Whitmer decisions to stay home are pointless why are you wearing a mask? the irony. i hate lansing even more now. https://t.co/lMaSWK41tT,,,N,188,True,0,0,,,,Doctor Matthews to you.| LCC Alumna | UM-Flint <f0><U+009F><U+0092><U+0099><f0><U+009F><U+0092><U+009B> | Psalms 34:14. SUBSCRIBE TO MY CHANNEL <f0><U+009F><U+0091><U+0087><f0><U+009F><U+008F><U+00BE>,1801,630,3,27852,33232,False
3504,protestors are protesting the quarantine by blocking off all of downtown lansing staying in their cars and honking..... but what makes me mad is that they are blocking off the main hospital in the area!!!,,,N,204,False,2,0,,,,"fan of figure skating, CMU, MSU, and detroit sports. nobody ever said i had taste. #DoddsSquad <U+2728>",793,973,28,41918,65676,False
3505,cosplay in Lansing https://t.co/DcHD4Izy8c,,,N,18,True,0,0,,,,calmer than you are. preschool teacher turned developmental psych phd. she/her/dr. lifelong outlier. 6â3â barefoot. everything is temporary.,319,365,8,13375,5221,False
3506,@ZXanflorp Theres thousands of people there.....they even have the big highways around lansing stopped traffic.  Tons more showed up then they thought would.,,,Y,146,False,0,0,,,ZXanflorp,Transportation Broker @ MONSTER TRANSPORT BROKERS.  Mother of a great son in the US Navy ! Grandmother to 2 wonderful grandkids.   Not a PC person.,580,632,2,64536,74938,False
3507,There's a protest in Lansing against our state's lockdown and I just want to tell the world that we're not all like that. Most of us want to LIVE through Covid-19. (I think.),,,N,174,False,7,0,,,,"aka Charlie Monterey; musician, photographer, typesetter, coffeequaffer. Plays a shaggycritter named Gus on SecondLife. Naps are key. Antifa sympathizer. He/him",198,262,15,10462,12922,False
3508,The protesters in Lansing are blocking the entrance to Sparrow Hospital. Call out the National Guard. (I'm at least half-serious.),,,N,130,False,1,0,,,,"aka Charlie Monterey; musician, photographer, typesetter, coffeequaffer. Plays a shaggycritter named Gus on SecondLife. Naps are key. Antifa sympathizer. He/him",198,262,15,10462,12922,False
3509,"Brit, thereâs not to many Michiganders golfing today...did you see the current weather in Lansing? https://t.co/ERjJRdgL0S",,,N,98,True,1,0,,,,Art DIY & Home Gov Officials & Agencies Government & Politics History US News Weather World News Music Politics Arts & Culture,178,493,0,8461,15266,False
3510,"@Tombstone1954 We're supporting u, Lansing!!!  <f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D>",,,Y,36,False,3,0,,,Tombstone1954,"MAGA<f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> No Lists.   A
 retired teacher, Born Again Christian conservative. Mom &  https://t.co/U0N290t9Eu.  A BIG POTUS SUPPORTER & married to my best friend,a Navy Vet .",4248,1697,19,119043,137286,False
3511,@thehill Can we track the CoVid19 cases in Lansing for the next 21 days please?,,,N,70,False,4,1,,,thehill,"Security Enthusiast, Father, Science Nut,",107,383,4,6447,1325,False
3512,"This is what the anti-quarantine, pro-virus protesters are doing Lansing now. Blocking ambulances.  Arrest every damn one of them and impound every one of those monster pickups.  They've got labels on 'em, ya know. https://t.co/mnim2gIORa",,,N,214,True,0,0,,,,"Utterances my own, Econ Prof, Open Learn pioneer, edtech, org guru, inventor, dad, husband, 1 of a kind,  won't fit in the box. & ""noted loo economist""",911,686,80,8530,14239,False
3513,"@hotbloodedeq I'm from Lansing, MI. It's real. They're out IN PERSON in a lot of cases. No distancing. On top of that, people in vehicles are blocking access to Sparrow Hospital, a level 1 trauma center where I have several healthcare friends risking thei",,,N,279,False,8,0,,,hotbloodedeq,"PhD in #iopsych w/knack for stats & #analytics. Surviving being a mom of 2. Openly obsessed w/horses, native gardening, historical costuming. Team #OxfordComma",2739,2803,92,4954,13632,False
3514,@KaitlinABell It even gets better! The gridlockers in vehicles are encouraging each other to honk the whole time. So they're creating a horrible noise situation for patients and healthcare workers in the hospital. Not to mention all the people sheltering ,,,N,272,False,1,1,,,KaitlinABell,"PhD in #iopsych w/knack for stats & #analytics. Surviving being a mom of 2. Openly obsessed w/horses, native gardening, historical costuming. Team #OxfordComma",2739,2803,92,4954,13632,False
3515,Letâs pray their familyâs will drape the Trump and Gadsden Flags over their coffins. #lansingprotest #Lansing  #Fools https://t.co/P20ZAjzN24,,,N,117,True,4,0,lansingprotest Lansing Fools,,,Democrat. Self-employed Union Contractors. Mom to 3 amazing kids <f0><U+009F><U+008D><U+0080> #Irish #MarriageEquality #PFLAG #UnionStrong #EndAlzheimers<f0><U+009F><U+0092><U+009C> #JoeBiden2020 #Biden,5197,5631,37,39299,151620,False
3516,You got a lot more than snow on the ground in Lansing. Forgot to mention the thousands of pissed off Patriots blocking the roads there too <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> https://t.co/ls4zNskafC,,,N,141,True,1,0,,,,THE BEST IS YET TO COME,2663,1612,4,13052,5837,False
3517,"@CaslerNoel @realDonaldTrump I'm sure you will hear ""And where's your global warming now that it's snowing in April?"" at the pro-COVID tRUMP rally in Lansing.",,,N,129,False,6,0,,,CaslerNoel realDonaldTrump,"Dad, Husband, Son, Brother, Godfather, Nephew, Uncle, Cousin. Born Canadian <f0><U+009F><U+0087><U+00A8><f0><U+009F><U+0087><U+00A6> American by choice <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>",49,719,0,2483,1022,False
3518,The protest in Lansing is definitely stupid but not as stupid as the people who are confusing it for a republican rally,,,Y,119,False,17,2,,,,blast blink roll sigs,577,549,11,2235,4215,False
3519,My heart is broken for fellow healthcare workers and other essential workers in Lansing that have to deal with this today https://t.co/odccO08rlQ,,,N,121,False,14,3,,photo,,Certified Athletic Trainer for Wayne Memorial HS contracted through Beaumont Health,170,214,0,307,690,False
3520,@PR4PFA @TheStefanSmith Idiots in Lansing protesting Governor Whitmer's extension of the Stay at Home order. Blocking ambulances while they're at it. <f0><U+009F><U+0098><U+00A0>,,,N,127,False,1,1,,,PR4PFA TheStefanSmith,Proud #PeteToBiden Democrat. Always and forever supporting @PeteButtigieg and @Chas10Buttigieg. Not affiliated with UMich.,2216,1069,24,13123,67032,False
3521,May 1st National Jail Break! The people of Lansing setting a good example @attyshawn @scott4670 https://t.co/c1BOhIp006,,,N,95,True,3,1,,,attyshawn scott4670,Public Speaker. Ambassador for Families victimized by #FamilyCourt & #FosterCare #RepealASFA #InvestigateCPS Book (WAS) coming soon 2020! #Quarantine <f0><U+009F><U+0098><U+0084><f0><U+009F><U+0094><U+0097><f0><U+009F><U+0091><U+0087><f0><U+009F><U+008F><U+00BB>,1651,677,19,3043,7082,False
3522,"People are gathering and protesting in Lansing, I hear.

Darwin has a plan for us all.",,,N,86,False,4,0,,,,"DevOps @Autodesk. @MichiganState alum. Enthuses over Sci-Fi, Home Theater, PowerShell & Keto Recipes.",628,814,45,18133,2888,False
3523,I am so disheartened by the protest in Lansing right now. Thousands in our state are DYING from this virus. Wtf is wrong with people!?!? Stop being selfish and stay at home!!,,,N,174,False,4,0,,,,I carried a watermelon <f0><U+009F><U+008D><U+0089>,189,775,8,3768,11489,False
3524,"Picture is a thousand words, but Iâd REALLY love to hear the best argument for confederate flag at protest in Lansing Michigan <f0><U+009F><U+00A4><U+0094> Trump flag next to it says A LOT too https://t.co/lQUe6Kgofk",,,N,165,True,2,1,,,,Has a license to chill. Detroit & Michigan commenter - Active Stafford Defender and Zach Zenner fan boy https://t.co/l4VLflH817,182,386,4,5671,4353,False
3525,"Sometimes, I feel like humans have it. They get it. But today, in Lansing, they really don't. So many more people are going to get sick because of that gathering. I can't deal with the selfish nature. It hurts my heart.",,,N,219,False,7,1,,,,"Tea and lipstick enthusiast, bookworm, horror movie/podcast fanatic, soul of a granny.",203,191,1,1297,3042,False
3526,Maybe call it the Lansing Tea Party? ... without the Tea. https://t.co/BMyQjvQSMT,,,Y,57,True,19,9,,,,"This photo is from way back in the 1950s during high school when I was in ""formation"" which process continues today. #COSproject #KAG  Text TRUMP to 88022",5520,6031,2,23503,1975,False
3527,Sparrow Hospital is a level 1 trauma center. McLaren Lansing is level 3. Every single one of those fuckers blocking Sparrow should be fined.,,,N,140,False,56,13,,,,MS4. Future MD/MPH. Always a Spartan. Feminist. Dog mom. She/Her/Hers. My happiness solely depends on MSU sports.,8974,6699,12,27908,41503,False
3528,"So, Thanks to all the fucking protesters in Lansing today, I'm sure we will be grounded to our homes for another month.",,,N,119,False,0,0,,,,Two Drunk Hoboes fighting over a dirty sock and I'm like whaaat???,616,630,3,10795,22649,False
3529,They would rather lose their lives than their freedom<f0><U+009F><U+00A4><U+009A><f0><U+009F><U+00A4><U+009A><f0><U+009F><U+00A4><U+009A><f0><U+009F><U+00A4><U+009A>Thousands converge on Lansing to protest Whitmer's stay home order https://t.co/QNHujhDEr4,,,Y,147,False,0,0,,,,"Obsessed with the current Political situation. Dump Trump, he is making me crazy. Love British Detective shows especially  George Gently. Road Trips across USA",104,302,9,18191,20411,False
3530,"#Resist #Election2020 #politics #Democrats2020 #Dump45 #COVID19 #CoronaVirus #Resistance #StayHome #StayAtHome The DeVos idiots are out in force here in Lansing, MI. Honking horns, being completely disruptive as the defy the stay home order. I hope they all breath on each other.",,,N,279,False,0,0,Resist Election2020 politics Democrats2020 Dump45 COVID19 CoronaVirus Resistance StayHome StayAtHome,,,"G. Russell Overton is an American historian and author of LGBTQ fiction and non-fiction.  Interests include sailing, especially the Great Lakes, biking, reading",98,354,0,570,437,False
3531,"I made this as a joke to take my mind off how annoyed I am with the clowns having their tantrum in Lansing today because this was going to be the year they start gardening, dammit! https://t.co/CQ9EJ73fzF",,,N,180,False,10,2,,photo,,Designer. Bartender. Semi-retired vinyl DJ.,1469,3261,105,8337,23384,False
3532,Dumbass Parade hits Lansing #StayHome https://t.co/BdigpURAa6,,,N,37,True,1,0,StayHome,,,Dedicated Educator. Like the breath of an unfee'd lawyer. Proudly blocked by @SebGorka & @EricMetaxas.,449,639,14,11576,31063,False
3533,"@BunnjourWhitney Whole lotta stupid in Lansing today. An no one's in the capitol, because pandemic.",,,N,82,False,1,0,,,BunnjourWhitney,Dedicated Educator. Like the breath of an unfee'd lawyer. Proudly blocked by @SebGorka & @EricMetaxas.,449,639,14,11576,31063,False
3534,@ChadLivengood This looks insane to me. Can someone explain what is going on in Lansing?,,,N,73,False,1,0,,,ChadLivengood,"Content Writer for Environmental News
Elpidos, LLC Green Business Funds",336,145,4,283,343,False
3535,"@kennaB_a_Horse @MikayesFiona We are there in Michigan.... GOP reps in Lansing pushing back - but she's gonna do what she wants.  We expected the stay at home to extend to 04-30
But she restricted citizens to the point of what they can purchase at the st",,,Y,274,False,0,0,,,kennaB_a_Horse MikayesFiona,"The left has gone crazy.
#Trump2020 #MAGA",3456,4990,24,7280,13844,False
3536,"@nhispresence247 Detroit Metro Airport - hot zones are on the east side of the state primarily - call it a RED zone

Grand Rapids/Lansing - is impacted to a lesser degree - call it a YELLOW zone

The rest of Michigan - is minimally impacted - call it ",,,Y,247,False,1,0,,,nhispresence247,"The left has gone crazy.
#Trump2020 #MAGA",3456,4990,24,7280,13844,False
3537,"We're not getting 30"" of snow in Lansing, Michigan and in the UP we simply call that ""winter"".

So, basically she's saying - we don't need liberty and freedom when it's snowing!!  Okay that's lame.  #patriots #PureMichigan @realDonaldTrump https://t.co/ctmfuPEF8R",,,Y,239,True,1,1,patriots PureMichigan,,realDonaldTrump,"The left has gone crazy.
#Trump2020 #MAGA",3456,4990,24,7280,13844,False
